,names,scores,logfoldchanges,pvals,pvals_adj,effect_size,significance
0,RPS4Y1,36.46401,,4.126507964896324e-291,2.4749419270793184e-287,1.6148523964099488,Highly Significant
1,S100A8,25.49891,,2.026822189278853e-143,1.5855918109432348e-140,0.8045665411489085,Highly Significant
2,S100A9,25.014261,,4.277115002802172e-138,2.959928086362288e-135,0.7029117592437187,Highly Significant
3,NFKBIA,24.551338,,4.18504454005915e-133,2.596603669285665e-130,0.6997944700359534,Highly Significant
4,IGKC,23.53297,,1.8758061855282304e-122,9.12199478275931e-120,0.5630827277437332,Highly Significant
5,ISG15,20.789341,,5.4048701808502255e-96,1.594259494492428e-93,0.8447222264227544,Highly Significant
6,CLU,20.444164,,6.770706853062422e-93,1.8458383091992753e-90,0.8279171152864717,Highly Significant
7,XAF1,20.120419,,4.889377152936869e-90,1.239078353701311e-87,0.8272832587175126,Highly Significant
8,PPBP,20.080017,,1.1035859616889217e-89,2.7578919734262174e-87,0.7364229737218679,Highly Significant
9,CXCL8,19.679293,,3.244977179849371e-86,7.390743594560725e-84,0.8590215850264988,Highly Significant
10,PLEK,19.668894,,3.9837022883371995e-86,8.959844409256404e-84,0.6540709628888588,Highly Significant
11,NCF1,19.532146,,5.852758568393354e-85,1.2842522551353856e-82,0.6502890998929165,Highly Significant
12,IFI44L,19.430962,,4.223803682865774e-84,8.941047019506338e-82,0.8933552627033221,Highly Significant
13,OAZ1,19.134745,,1.2971413836245359e-81,2.713891269250729e-79,0.5346101810447305,Highly Significant
14,PF4,18.942421,,5.099772226617373e-80,1.0195577963725155e-77,0.7162815146382776,Highly Significant
15,IFI6,18.725618,,3.06101564404117e-78,5.986614617742692e-76,0.7256363811229818,Highly Significant
16,EPSTI1,18.164911,,9.786433569548927e-74,1.7968091756825903e-71,0.7572643309534453,Highly Significant
17,SOD2,18.073051,,5.195932052902166e-73,9.349040542786866e-71,0.6824984737070948,Highly Significant
18,PPP1R15A,17.37835,,1.2036827758758716e-67,1.9688967442122324e-65,0.5551017444461106,Highly Significant
19,DYNLL1,17.297005,,4.9549305429233306e-67,8.03189777106482e-65,0.623176815635473,Highly Significant
20,BCL2A1,17.221924,,1.8184337964878664e-66,2.8700946754566822e-64,0.7070889138622409,Highly Significant
21,MX2,17.173525,,4.191780842063996e-66,6.503980878114948e-64,0.705667369615982,Highly Significant
22,NAMPT,17.173506,,4.1930849878360135e-66,6.503980878114948e-64,0.6780945407729921,Highly Significant
23,SERF2,17.155283,,5.739072417016728e-66,8.825908546955725e-64,0.4139747113639825,Highly Significant
24,DDX3Y,17.10523,,1.356624886995046e-65,2.0686230162459207e-63,0.8472285123446462,Highly Significant
25,G0S2,16.779444,,3.450497936982316e-63,5.047545478058765e-61,0.7447311169513596,Highly Significant
26,TALDO1,16.743637,,6.301747968112283e-63,9.144141225019702e-61,0.5374759644753362,Highly Significant
27,PLSCR1,16.69539,,1.4158800755404242e-62,2.021899222158639e-60,0.6645697582952138,Highly Significant
28,ATP6V0E1,16.647408,,3.159987010165894e-62,4.4769800215681045e-60,0.48482672521122633,Highly Significant
29,PLAC8,16.556305,,1.4418163935933281e-61,2.026765810150371e-59,0.5222289602985288,Highly Significant
30,MX1,16.16292,,9.209442218080582e-59,1.2095291520432403e-56,0.6907751630140438,Highly Significant
31,ARPC1B,15.985995,,1.5999188147155507e-57,2.0272774107871057e-55,0.47025701506585355,Highly Significant
32,KDM6B,15.92699,,4.1170447708800697e-57,5.180278780590566e-55,0.6057656215130808,Highly Significant
33,IFITM3,15.894523,,6.915362965838041e-57,8.581250058229233e-55,0.5978981152080627,Highly Significant
34,MNDA,15.620817,,5.252799457573701e-55,6.259180174842623e-53,0.6364294042641377,Highly Significant
35,S100A12,15.608171,,6.404644265920639e-55,7.581497649783556e-53,0.64797148680286,Highly Significant
36,NRGN,15.032094,,4.5247442109153295e-51,5.0567529557142555e-49,0.5949463347101593,Highly Significant
37,MTRNR2L12,14.973983,,1.0861762972404864e-50,1.1702736596555732e-48,0.47122962620642567,Highly Significant
38,ACSL1,14.960479,,1.3306478249072051e-50,1.4251396615211513e-48,0.6762068457168008,Highly Significant
39,BASP1,14.912856,,2.71869749045841e-50,2.8775014085775395e-48,0.6068140438056975,Highly Significant
40,HIST1H2AC,14.822593,,1.046648427309766e-49,1.0885748643112498e-47,0.6002753977071056,Highly Significant
41,SAT1,14.8003435,,1.4573724841124673e-49,1.5070404084273349e-47,0.4246427969611732,Highly Significant
42,ATP5F1E,14.776288,,2.0833603488174962e-49,2.1298808384246142e-47,0.3121909192072819,Highly Significant
43,CTSA,14.674687,,9.364560300797228e-49,9.519578163403645e-47,0.5552914604684964,Highly Significant
44,SERPINB1,14.641444,,1.5278877824761787e-48,1.5358259703963062e-46,0.4897410035348965,Highly Significant
45,EIF1AY,14.49872,,1.2343059555156965e-47,1.1750723310896257e-45,0.753774663564508,Highly Significant
46,FKBP5,14.425977,,3.5520593124811243e-47,3.363800168919625e-45,0.5923399251345285,Highly Significant
47,GSTO1,14.387452,,6.203944399716403e-47,5.813936020005064e-45,0.5209531072805554,Highly Significant
48,HIST1H1C,14.241506,,5.0624327760801736e-46,4.671197586667208e-44,0.5862845449674908,Highly Significant
49,GCA,14.23934,,5.2218255805953426e-46,4.79368916692102e-44,0.6128169528801645,Highly Significant
50,IL1B,14.2076025,,8.219097664470587e-46,7.431468556624085e-44,0.6961921738671901,Highly Significant
51,IER3,14.191699,,1.0313009321662383e-45,9.278098836233562e-44,0.6083667373687737,Highly Significant
52,LIMS1,14.015143,,1.259428352176133e-44,1.1108281539561353e-42,0.548578830287401,Highly Significant
53,ARPC5,13.886356,,7.663578899324739e-44,6.693726948327671e-42,0.41875859669168125,Highly Significant
54,IRF7,13.86222,,1.0730349017222539e-43,9.282267782061786e-42,0.5588698045422704,Highly Significant
55,SLC25A37,13.756341,,4.665469462989037e-43,3.978473556756481e-41,0.5299712945033176,Highly Significant
56,LY6E,13.726978,,6.9991880326541304e-43,5.91250658551858e-41,0.40339870261748145,Highly Significant
57,ZFP36,13.691162,,1.1466039208744843e-42,9.640581471165699e-41,0.4006865745560483,Highly Significant
58,ACTR3,13.5677185,,6.222912487298707e-42,5.183743721479891e-40,0.42018428757336024,Highly Significant
59,EGR1,13.546326,,8.329605679867554e-42,6.9066633639565386e-40,0.6945954811552938,Highly Significant
60,TYMP,13.433027,,3.87249075247272e-41,3.124561708934603e-39,0.3979318398047897,Highly Significant
61,CLIC1,13.432649,,3.8923702203806037e-41,3.126581132826259e-39,0.33708343237678584,Highly Significant
62,S100A11,13.36422,,9.785532023637534e-41,7.825381231169341e-39,0.4312236179818602,Highly Significant
63,FTL,13.340923,,1.337924351890263e-40,1.0651890647593585e-38,0.3506760565104104,Highly Significant
64,MXD1,13.305901,,2.1389888309572317e-40,1.6880186857637486e-38,0.5782907831326052,Highly Significant
65,SELL,13.269272,,3.489532285178455e-40,2.71805863234701e-38,0.4510139687251964,Highly Significant
66,AQP9,13.1673565,,1.3525160808916512e-39,1.0399923864736529e-37,0.6531170318370062,Highly Significant
67,PYCARD,13.13312,,2.127107699923102e-39,1.6286403763709096e-37,0.4579193683520384,Highly Significant
68,IFI16,13.127099,,2.3031253503650265e-39,1.755937899538895e-37,0.45250720860734234,Highly Significant
69,IFI44,12.956149,,2.168635729130389e-38,1.592663782622167e-36,0.5699612593402755,Highly Significant
70,FPR1,12.947249,,2.4352439416239057e-38,1.7811928553511762e-36,0.5660695439261554,Highly Significant
71,BLVRB,12.9264345,,3.1928486447260467e-38,2.3258674358119742e-36,0.5275332382199458,Highly Significant
72,PLBD1,12.904772,,4.230685517444128e-38,3.044908980614888e-36,0.604640346275463,Highly Significant
73,CD83,12.880979,,5.760088816457284e-38,4.1127491299411074e-36,0.48996893341314574,Highly Significant
74,CARD16,12.853105,,8.262607411910937e-38,5.876248820652708e-36,0.4451728389466061,Highly Significant
75,PSMA7,12.823598,,1.2095495204629163e-37,8.568277370743801e-36,0.34133256752503544,Highly Significant
76,SGK1,12.693087,,6.458945781061903e-37,4.504488815451427e-35,0.58044900342265,Highly Significant
77,SLC2A3,12.677995,,7.831011316017097e-37,5.440285197262379e-35,0.44262071263649694,Highly Significant
78,H2AFJ,12.583353,,2.607226855097895e-36,1.7837198784705864e-34,0.49071912441387905,Highly Significant
79,PPIF,12.32669,,6.506486541024543e-35,4.335970827135356e-33,0.5253807605364127,Highly Significant
80,ISG20,12.250345,,1.6728175073699636e-34,1.1065810812539616e-32,0.4294457166886823,Highly Significant
81,IFI27,12.235263,,2.014524756681404e-34,1.3277415365189925e-32,0.6645862064709569,Highly Significant
82,VCAN,12.132579,,7.097817857553446e-34,4.593922183847452e-32,0.45720513606196267,Highly Significant
83,PHACTR1,12.042749,,2.1177816858129433e-33,1.3560585719869143e-31,0.5347049590186393,Highly Significant
84,CD14,12.001336,,3.496049271554399e-33,2.222770831910894e-31,0.4552831216312718,Highly Significant
85,RAC1,11.9697895,,5.115823998660093e-33,3.241162718587713e-31,0.3392540102609318,Highly Significant
86,ETS2,11.9146385,,9.929564550290173e-33,6.268865086083196e-31,0.5548363461726559,Highly Significant
87,RAB32,11.808923,,3.510309260068705e-32,2.1855015403604223e-30,0.4968911123686062,Highly Significant
88,IER2,11.797549,,4.0184426326498233e-32,2.484667982449081e-30,0.36488148887602834,Highly Significant
89,PLAUR,11.776428,,5.163534283089673e-32,3.181762751905222e-30,0.5369016878216166,Highly Significant
90,TPM4,11.762762,,6.07151188551123e-32,3.703210622237409e-30,0.45577432789393335,Highly Significant
91,GRN,11.749647,,7.091473029305464e-32,4.3107052100099056e-30,0.41519812198142936,Highly Significant
92,JUN,11.681327,,1.587978556952909e-31,9.588086635991173e-30,0.38926326687570706,Highly Significant
93,NFKBIZ,11.668328,,1.8502256659018777e-31,1.113415063764966e-29,0.44030675042346384,Highly Significant
94,SKAP2,11.65006,,2.2929912974270995e-31,1.3661520667088013e-29,0.4343779894525297,Highly Significant
95,TNFSF13B,11.574825,,5.528396569306579e-31,3.261391458083058e-29,0.4865416314401046,Highly Significant
96,SAMD9L,11.536806,,8.60616741827973e-31,5.043999034433459e-29,0.5032171166892204,Highly Significant
97,FOS,11.533412,,8.952367265483583e-31,5.229868318436563e-29,0.3852532706954905,Highly Significant
98,TIMP1,11.528024,,9.53066275409529e-31,5.513994049338797e-29,0.41017242152591066,Highly Significant
99,FERMT3,11.498589,,1.3408994796882739e-30,7.732950108343305e-29,0.4238894421667767,Highly Significant
100,H3F3A,11.451309,,2.316215035509977e-30,1.3272502271952554e-28,,Highly Significant
101,MPP1,11.411963,,3.644107038286684e-30,2.0684043514161614e-28,,Highly Significant
102,MAFB,11.376887,,5.4511027309688255e-30,3.0843299194440903e-28,,Highly Significant
103,CCND3,11.319236,,1.053865828002269e-29,5.907229857708668e-28,,Highly Significant
104,MYL9,11.2942505,,1.4009335133397479e-29,7.828259846435429e-28,,Highly Significant
105,STXBP2,11.132644,,8.701573465653722e-29,4.787994231422246e-27,,Highly Significant
106,MCEMP1,11.124511,,9.53270786632774e-29,5.229329653623019e-27,,Highly Significant
107,CAPG,11.121514,,9.858428677209455e-29,5.39157164708297e-27,,Highly Significant
108,TMBIM6,10.995778,,4.004462955332599e-28,2.1444137486696267e-26,,Highly Significant
109,RAB10,10.97129,,5.251809309675415e-28,2.779288379676169e-26,,Highly Significant
110,TXN,10.956649,,6.174368876122465e-28,3.248404069826653e-26,,Highly Significant
111,SLC11A1,10.936457,,7.71566791859064e-28,4.0474639317551423e-26,,Highly Significant
112,DUSP1,10.915065,,9.766004648002017e-28,5.093325264681168e-26,,Highly Significant
113,IFNGR2,10.898708,,1.169045168399017e-27,6.061852943805047e-26,,Highly Significant
114,IGHA1,10.872596,,1.5570699158219977e-27,8.027610027331004e-26,,Highly Significant
115,OAS1,10.866052,,1.6728483916371927e-27,8.599874603065144e-26,,Highly Significant
116,DDIT3,10.757753,,5.44819647812683e-27,2.7849261145152287e-25,,Highly Significant
117,CHMP5,10.726243,,7.664957900779615e-27,3.9069571532217455e-25,,Highly Significant
118,CD36,10.707486,,9.387629923244514e-27,4.758073949547564e-25,,Highly Significant
119,IFIT3,10.682989,,1.2227050070522946e-26,6.179812132553914e-25,,Highly Significant
120,ATOX1,10.677221,,1.30108363186469e-26,6.539217259257365e-25,,Highly Significant
121,PLCG2,10.661813,,1.53574000906361e-26,7.697094702808227e-25,,Highly Significant
122,IGLC2,10.627468,,2.2205966059726293e-26,1.1067920978189894e-24,,Highly Significant
123,CCL3,10.612312,,2.612023257664138e-26,1.2806031192139191e-24,,Highly Significant
124,RNF144B,10.537819,,5.782463129343821e-26,2.7524830446106712e-24,,Highly Significant
125,UBL5,10.533838,,6.032370268785312e-26,2.8638638059697657e-24,,Highly Significant
126,MARCKS,10.526581,,6.515843568128688e-26,3.0852519295089338e-24,,Highly Significant
127,FCGR2A,10.501659,,8.487506431581355e-26,3.997793278100611e-24,,Highly Significant
128,LY96,10.499096,,8.721162872744524e-26,4.097124897370554e-24,,Highly Significant
129,CDC42EP3,10.454352,,1.3995189134802811e-25,6.523716013018316e-24,,Highly Significant
130,YWHAH,10.421126,,1.9858734709310523e-25,9.209232309912997e-24,,Highly Significant
131,IFI35,10.42016,,2.0061437070705883e-25,9.279317152010564e-24,,Highly Significant
132,NCF4,10.419375,,2.0227761455870896e-25,9.33225927885859e-24,,Highly Significant
133,RASGEF1B,10.357698,,3.861418509185134e-25,1.7724107968308194e-23,,Highly Significant
134,OST4,10.351741,,4.1094391421931184e-25,1.8814539054829713e-23,,Highly Significant
135,APOBEC3A,10.334591,,4.915042157189926e-25,2.2403709116678237e-23,,Highly Significant
136,RILPL2,10.334528,,4.918282165891126e-25,2.2403709116678237e-23,,Highly Significant
137,AL034397.3,10.302313,,6.878719110579666e-25,3.109768667252762e-23,,Highly Significant
138,TRIB1,10.270504,,9.57031956724378e-25,4.304968999335433e-23,,Highly Significant
139,SMAP2,10.228459,,1.4785238619121138e-24,6.601260508035897e-23,,Highly Significant
140,LAMTOR2,10.189231,,2.2150893596981973e-24,9.865371992339027e-23,,Highly Significant
141,CLEC4E,10.16903,,2.726089806636968e-24,1.211124293600468e-22,,Highly Significant
142,PGD,10.150752,,3.2881973976742577e-24,1.4572545757722394e-22,,Highly Significant
143,AC020656.1,10.130732,,4.0361792633160875e-24,1.7843482428709182e-22,,Highly Significant
144,GNG5,10.128249,,4.1399462557930926e-24,1.8257365926589489e-22,,Highly Significant
145,CD55,10.116885,,4.649774593152859e-24,2.0455597617261464e-22,,Highly Significant
146,COX6B1,10.076077,,7.04840864017288e-24,3.070751008780403e-22,,Highly Significant
147,UQCRH,10.062854,,8.062667915440947e-24,3.49570081451877e-22,,Highly Significant
148,MSRB1,10.037075,,1.047342190485984e-23,4.530006738801517e-22,,Highly Significant
149,CD82,10.029014,,1.136456675376877e-23,4.903660661883968e-22,,Highly Significant
150,CTSD,9.994155,,1.6166095785219304e-23,6.925632415796451e-22,,Highly Significant
151,GNG11,9.930627,,3.06322512425413e-23,1.2907871114919102e-21,,Highly Significant
152,SRGN,9.917295,,3.5011472247574923e-23,1.4616274249434236e-21,,Highly Significant
153,BLOC1S1,9.86284,,6.031892517351706e-23,2.4949848750507875e-21,,Highly Significant
154,CD68,9.7880745,,1.266852061778716e-22,5.204216700361744e-21,,Highly Significant
155,PFKFB3,9.773569,,1.4620832985581554e-22,5.9925432325642116e-21,,Highly Significant
156,MT2A,9.728789,,2.2728082713794247e-22,9.22277033883682e-21,,Highly Significant
157,ACTN1,9.728654,,2.2758350638823696e-22,9.22277033883682e-21,,Highly Significant
158,FCER1G,9.724674,,2.366627817541936e-22,9.547698278258307e-21,,Highly Significant
159,TRIM22,9.711621,,2.69022244895514e-22,1.0828897656386988e-20,,Highly Significant
160,MGST1,9.705358,,2.860718003134748e-22,1.1482176803509038e-20,,Highly Significant
161,ALOX5AP,9.701567,,2.9690492482026117e-22,1.1871578471757688e-20,,Highly Significant
162,HLA-DRB5,9.648654,,4.9805069219252355e-22,1.9738824018986952e-20,,Highly Significant
163,IGSF6,9.648023,,5.011283423452404e-22,1.9817147832566838e-20,,Highly Significant
164,YWHAE,9.6303215,,5.954278377757766e-22,2.3391993635588532e-20,,Highly Significant
165,NCF2,9.602981,,7.766509078169878e-22,3.031297133264872e-20,,Highly Significant
166,NMI,9.600968,,7.919702218816232e-22,3.0843983121896204e-20,,Highly Significant
167,C4orf48,9.567409,,1.0961911509447824e-21,4.25081193511842e-20,,Highly Significant
168,ICAM1,9.507762,,1.9480770160882e-21,7.521834710402358e-20,,Highly Significant
169,CSF3R,9.505776,,1.985609025676316e-21,7.650334732118619e-20,,Highly Significant
170,RSAD2,9.500794,,2.082958698856443e-21,7.991188884546691e-20,,Highly Significant
171,RGS10,9.468751,,2.832107354271522e-21,1.084215055859734e-19,,Highly Significant
172,APLP2,9.446745,,3.4953280767060835e-21,1.3296287121389548e-19,,Highly Significant
173,JUNB,9.422238,,4.415739569612841e-21,1.66218414385029e-19,,Highly Significant
174,CREG1,9.421074,,4.4649892559840406e-21,1.677214022607951e-19,,Highly Significant
175,GLRX,9.412787,,4.831505417322048e-21,1.8111099369557417e-19,,Highly Significant
176,PDLIM1,9.410233,,4.950382856662693e-21,1.851813695216878e-19,,Highly Significant
177,RNASE2,9.37161,,7.143484431838144e-21,2.6611328236452116e-19,,Highly Significant
178,UQCR10,9.371014,,7.183923683108035e-21,2.670668157647993e-19,,Highly Significant
179,NFKBID,9.369425,,7.292871887390898e-21,2.7055802859757616e-19,,Highly Significant
180,CDKN1A,9.368649,,7.346700654279614e-21,2.714356978900474e-19,,Highly Significant
181,AGFG1,9.348258,,8.910283777368766e-21,3.285301967340086e-19,,Highly Significant
182,ITGA2B,9.343529,,9.317602095100603e-21,3.4284583741747477e-19,,Highly Significant
183,FCN1,9.339602,,9.66968442340711e-21,3.550747588374778e-19,,Highly Significant
184,SERP1,9.292088,,1.5129141582104557e-20,5.51049887625116e-19,,Highly Significant
185,NDUFAF3,9.290381,,1.5373618835638792e-20,5.588232802215127e-19,,Highly Significant
186,BCL6,9.288721,,1.5615379922213155e-20,5.664667962507688e-19,,Highly Significant
187,CKAP4,9.280525,,1.6864578471370685e-20,6.1055203306916045e-19,,Highly Significant
188,RGS18,9.271029,,1.8435838578092383e-20,6.641624322737628e-19,,Highly Significant
189,HIF1A,9.266697,,1.9200037506270272e-20,6.89553442815012e-19,,Highly Significant
190,HERC5,9.266426,,1.9248826504857252e-20,6.899285563782799e-19,,Highly Significant
191,CD93,9.252715,,2.1886190944029196e-20,7.8134570169824865e-19,,Highly Significant
192,C1orf162,9.204731,,3.4252855171570074e-20,1.2132118565001188e-18,,Highly Significant
193,TNFSF10,9.197131,,3.6763519127255283e-20,1.2995795671055095e-18,,Highly Significant
194,ZFAND5,9.18648,,4.0590792563055775e-20,1.4292566156302593e-18,,Highly Significant
195,RIPOR2,9.16886,,4.7804641477237995e-20,1.6734414671205121e-18,,Highly Significant
196,RBX1,9.157929,,5.2902608045616114e-20,1.84472214450537e-18,,Highly Significant
197,GLUL,9.149707,,5.708847729755147e-20,1.9868336015760997e-18,,Highly Significant
198,PTPN12,9.129289,,6.895069584865016e-20,2.390423642398386e-18,,Highly Significant
199,CAVIN2,9.080817,,1.0776230457682735e-19,3.7073941610915e-18,,Highly Significant
200,CD63,9.069652,,1.1939771490427114e-19,4.0920439700429535e-18,,Highly Significant
201,KLF6,9.058821,,1.3186881211062476e-19,4.510866038605459e-18,,Highly Significant
202,NEXN,9.052673,,1.3950991973314693e-19,4.754170427572941e-18,,Highly Significant
203,TREML1,9.046572,,1.4752731159578638e-19,5.008413051967895e-18,,Highly Significant
204,PIM1,9.039342,,1.5761820576310697e-19,5.340912196413529e-18,,Highly Significant
205,EIF2AK2,8.98262,,2.643937170589977e-19,8.908681930791284e-18,,Highly Significant
206,TMSB10,8.971861,,2.91546426237781e-19,9.80522401363812e-18,,Highly Significant
207,MYL6,8.970922,,2.940421784567959e-19,9.870710665994643e-18,,Highly Significant
208,RAB31,8.966184,,3.0696678128473383e-19,1.0285387887627962e-17,,Highly Significant
209,NAA38,8.920537,,4.640315376158957e-19,1.5433122839783387e-17,,Highly Significant
210,BST1,8.86229,,7.838705720831046e-19,2.5737560590312592e-17,,Highly Significant
211,AC245128.3,8.858418,,8.115778625426399e-19,2.6550400874054037e-17,,Highly Significant
212,GMFG,8.836033,,9.917758814575746e-19,3.22112336373035e-17,,Highly Significant
213,NT5C3A,8.816103,,1.1851269299440378e-18,3.8215033782227725e-17,,Highly Significant
214,CDA,8.806733,,1.2884557247044698e-18,4.1398542597513434e-17,,Highly Significant
215,DDX60L,8.797427,,1.3998838920911903e-18,4.489859335186593e-17,,Highly Significant
216,DSE,8.772,,1.7552008601587837e-18,5.589615765811857e-17,,Highly Significant
217,CCR1,8.762171,,1.9152621761878764e-18,6.08857108412517e-17,,Highly Significant
218,IRAK3,8.76005,,1.951648949786033e-18,6.193301508553809e-17,,Highly Significant
219,FTH1,8.7590475,,1.969072429657348e-18,6.237591589229694e-17,,Highly Significant
220,CR1,8.754299,,2.053748765393447e-18,6.494393943009542e-17,,Highly Significant
221,LYZ,8.745905,,2.212349544599288e-18,6.983650062451753e-17,,Highly Significant
222,AP2S1,8.736075,,2.4134877897960753e-18,7.5919380772379e-17,,Highly Significant
223,SOCS3,8.7123,,2.9776999183057884e-18,9.334103594089904e-17,,Highly Significant
224,EIF2S2,8.704312,,3.1950739126566053e-18,9.998080853987879e-17,,Highly Significant
225,FCGR1A,8.672404,,4.23092095172317e-18,1.3216486229922743e-16,,Highly Significant
226,IFITM2,8.658864,,4.764874376233137e-18,1.4858645520201528e-16,,Highly Significant
227,PIM3,8.65334,,5.00136349950989e-18,1.556912343368191e-16,,Highly Significant
228,LAMTOR1,8.647356,,5.270644150394018e-18,1.6350810378972338e-16,,Highly Significant
229,GBP1,8.646426,,5.313743141941052e-18,1.6456141196720369e-16,,Highly Significant
230,CYBB,8.636271,,5.807740349461529e-18,1.7924300533080838e-16,,Highly Significant
231,MYL12A,8.633148,,5.96859325826268e-18,1.8389194947931577e-16,,Highly Significant
232,NABP1,8.631298,,6.0659626015233845e-18,1.8657241895591496e-16,,Highly Significant
233,CEBPD,8.617434,,6.847147239850184e-18,2.0988197663820167e-16,,Highly Significant
234,ASAH1,8.613697,,7.074171511239822e-18,2.1647205442472468e-16,,Highly Significant
235,NCOA4,8.584515,,9.122077985451889e-18,2.7772174144202337e-16,,Highly Significant
236,MOB1A,8.557156,,1.1568613046632778e-17,3.492517693759456e-16,,Highly Significant
237,CST3,8.552896,,1.2003867788602261e-17,3.611799216058871e-16,,Highly Significant
238,BST2,8.531909,,1.4395201683446226e-17,4.3096982344467214e-16,,Highly Significant
239,CMTM5,8.5174675,,1.630806603581986e-17,4.858129671895807e-16,,Highly Significant
240,MS4A6A,8.515364,,1.6606788310254754e-17,4.938941191180394e-16,,Highly Significant
241,VASP,8.502564,,1.8544731861800145e-17,5.506194065831188e-16,,Highly Significant
242,HCK,8.497645,,1.9347523127171153e-17,5.725657625447213e-16,,Highly Significant
243,GM2A,8.4958315,,1.9652173375865292e-17,5.806265279999083e-16,,Highly Significant
244,NDUFB3,8.486037,,2.138025408810603e-17,6.306473964053964e-16,,Highly Significant
245,GP9,8.429109,,3.483085672856406e-17,1.0223680344487e-15,,Highly Significant
246,PTGS2,8.41843,,3.815618949672994e-17,1.1163322237636778e-15,,Highly Significant
247,CCNL1,8.344324,,7.16222053351684e-17,2.075198616096111e-15,,Highly Significant
248,PSMB9,8.309086,,9.644237386398906e-17,2.7898514998951047e-15,,Highly Significant
249,CAPZA2,8.299437,,1.0460643249543836e-16,3.0163197754654206e-15,,Highly Significant
250,SQOR,8.299012,,1.0498060447617594e-16,3.022265626143734e-15,,Highly Significant
251,LAPTM5,8.29319,,1.1025082773250617e-16,3.1638646625055556e-15,,Highly Significant
252,SELENOH,8.291114,,1.1219254295226588e-16,3.2144592760192993e-15,,Highly Significant
253,AIF1,8.283957,,1.1914935848197577e-16,3.4083535884995077e-15,,Highly Significant
254,IRS2,8.275941,,1.274451828598211e-16,3.6398748812647e-15,,Highly Significant
255,CYP1B1,8.265778,,1.3878744690804376e-16,3.9575317467772286e-15,,Highly Significant
256,BTG2,8.259612,,1.4614636464851793e-16,4.141120534048477e-15,,Highly Significant
257,UBE2D1,8.2043085,,2.319227030162911e-16,6.520289367768947e-15,,Highly Significant
258,OAS2,8.201339,,2.377252775615291e-16,6.672996753766916e-15,,Highly Significant
259,TIMP2,8.198757,,2.4288557202546595e-16,6.807227566128051e-15,,Highly Significant
260,DYSF,8.171705,,3.040612622782814e-16,8.44286156199555e-15,,Highly Significant
261,SNCA,8.140321,,3.942328745858619e-16,1.0879497104943887e-14,,Highly Significant
262,ASPH,8.130942,,4.2596654859778616e-16,1.1701398639572468e-14,,Highly Significant
263,CSTA,8.13032,,4.2816093713550166e-16,1.1743749606522989e-14,,Highly Significant
264,UBE2J1,8.129904,,4.2963004822153107e-16,1.1766108763546436e-14,,Highly Significant
265,LYL1,8.099178,,5.53315211178621e-16,1.5084546355662012e-14,,Highly Significant
266,SQSTM1,8.07719,,6.627599578482376e-16,1.8013655470639482e-14,,Highly Significant
267,CALM3,8.070511,,7.000456990253462e-16,1.896976244361906e-14,,Highly Significant
268,NFIL3,8.070123,,7.022747304365685e-16,1.900154770638372e-14,,Highly Significant
269,AGTRAP,8.026905,,9.996256083284115e-16,2.6845169508437476e-14,,Highly Significant
270,AHR,8.026625,,1.0019072242201726e-15,2.686634379343303e-14,,Highly Significant
271,CAP1,8.0176525,,1.0778490210557855e-15,2.885972832716778e-14,,Highly Significant
272,RBP7,7.9962063,,1.2831128633550066e-15,3.42030366671802e-14,,Highly Significant
273,PTPRE,7.9829645,,1.428597345004315e-15,3.7968614517965494e-14,,Highly Significant
274,VIM,7.9688478,,1.6016085726745436e-15,4.23168033012233e-14,,Highly Significant
275,SPARC,7.934692,,2.1101835679472207e-15,5.542851523806474e-14,,Highly Significant
276,DDX21,7.8817797,,3.2275063729234374e-15,8.416307560581363e-14,,Highly Significant
277,LILRB3,7.8680778,,3.601316866299055e-15,9.377495568063515e-14,,Highly Significant
278,ROMO1,7.8665886,,3.644431401604608e-15,9.47604829610863e-14,,Highly Significant
279,RTN3,7.862247,,3.773037869815823e-15,9.768096459222461e-14,,Highly Significant
280,SNX3,7.848157,,4.221965206581752e-15,1.0898969865426894e-13,,Highly Significant
281,TUBB1,7.842091,,4.4310502761769355e-15,1.142233346980682e-13,,Highly Significant
282,CLEC1B,7.841504,,4.451806934585945e-15,1.1459422342489972e-13,,Highly Significant
283,B4GALT5,7.7709184,,7.791902372684753e-15,1.9830226222307887e-13,,Highly Significant
284,BACH1,7.753732,,8.92302659064744e-15,2.2612960203594277e-13,,Highly Significant
285,C5AR1,7.7467823,,9.425046481075673e-15,2.378469303422084e-13,,Highly Significant
286,EREG,7.7459335,,9.488204536708693e-15,2.3910541208543353e-13,,Highly Significant
287,TLR2,7.735815,,1.0274264941374234e-14,2.5783103080913057e-13,,Highly Significant
288,DTX3L,7.728152,,1.0911917069753792e-14,2.7345142595554313e-13,,Highly Significant
289,LILRA5,7.726121,,1.1087334166581886e-14,2.7746092303102624e-13,,Highly Significant
290,CYBA,7.7058387,,1.2998667210372672e-14,3.230456065141374e-13,,Highly Significant
291,PLK3,7.700757,,1.3526256268483267e-14,3.356936952259578e-13,,Highly Significant
292,PCMT1,7.682461,,1.5606155374248005e-14,3.8624697888424257e-13,,Highly Significant
293,MARCH1,7.6749144,,1.6552889859513572e-14,4.07994722249627e-13,,Highly Significant
294,NOP10,7.672676,,1.6844450373471956e-14,4.14613126634584e-13,,Highly Significant
