,names,scores,logfoldchanges,pvals,pvals_adj,effect_size,significance
918,HSDL2,3.4515643,,0.000557347129187833,0.004307709147541528,,Highly Significant
919,G6PD,3.4467893,,0.0005672908542199511,0.004379213377073221,,Highly Significant
920,FLI1,3.4420505,,0.0005773225264803188,0.004452535027415506,,Highly Significant
921,DDT,3.4416082,,0.0005782671950517983,0.0044579098717082285,,Highly Significant
922,AK2,3.4359307,,0.0005905221620484041,0.004546540548453972,,Highly Significant
923,CTSH,3.432302,,0.0005984806062930247,0.0045979767502264705,,Highly Significant
924,AURKAIP1,3.4299371,,0.0006037210658286186,0.004636258274628396,,Highly Significant
925,MTF1,3.4231403,,0.0006190210998599593,0.0047456525989690015,,Highly Significant
926,ZFYVE16,3.4216962,,0.0006223182368265829,0.004768897800349534,,Highly Significant
927,APAF1,3.4207573,,0.0006244701301363594,0.004783350809511926,,Highly Significant
928,CYB5A,3.4204054,,0.0006252788734196083,0.0047875075614634095,,Highly Significant
929,TBCA,3.413699,,0.0006408738150638436,0.004893473417379094,,Highly Significant
930,SPECC1,3.4136357,,0.0006410224445485758,0.004893473417379094,,Highly Significant
931,PSMB2,3.4131572,,0.0006421488228732902,0.004899993117031005,,Highly Significant
932,DPH3,3.4054668,,0.0006605104226872884,0.005029438863907059,,Highly Significant
933,PARVG,3.4046545,,0.0006624782775921326,0.005042289191503909,,Highly Significant
934,AP001189.1,3.3988054,,0.0006768085693086684,0.005144831680427068,,Highly Significant
935,NAPA,3.3985708,,0.000677389519290383,0.005147073319506698,,Highly Significant
936,RNF181,3.3975055,,0.0006800319693071109,0.00516279123364677,,Highly Significant
937,DNAJC5,3.3919904,,0.0006938684155747858,0.005258479116265611,,Highly Significant
938,ORAI3,3.3868546,,0.0007069886080073107,0.00534938857185683,,Highly Significant
939,U62317.5,3.3865116,,0.000707872985063563,0.005353828760087721,,Highly Significant
940,SMPDL3A,3.3861775,,0.0007087350766783177,0.005358096737257551,,Highly Significant
941,ENO1,3.382206,,0.0007190620333489012,0.005427048307905529,,Highly Significant
942,EEA1,3.38189,,0.0007198894695286444,0.005431015188775219,,Highly Significant
943,TCF4,3.3756077,,0.0007365284426365174,0.005547239961640376,,Highly Significant
944,MTDH,3.3754542,,0.0007369392879604964,0.005547874962920655,,Highly Significant
945,PNPLA8,3.3730261,,0.0007434687090084273,0.005590151475632525,,Highly Significant
946,SNX6,3.3646228,,0.0007664838795643502,0.005741608844713302,,Highly Significant
947,CMAS,3.3542426,,0.0007958259623751359,0.005944083246581909,,Highly Significant
948,SIGLEC7,3.3526359,,0.000800459685722918,0.005971256685411469,,Highly Significant
949,SRSF6,3.3487997,,0.0008116247983552979,0.006049052448119656,,Highly Significant
950,ZC3H12A,3.348592,,0.0008122331303649802,0.006049052448119656,,Highly Significant
951,NT5M,3.341037,,0.0008346611129688026,0.006208374289230122,,Highly Significant
952,AIM2,3.3401434,,0.0008373515453649394,0.006225812543698907,,Highly Significant
953,STX3,3.335215,,0.0008523347689937855,0.006329368344409898,,Highly Significant
954,SOCS1,3.3239863,,0.0008874057193027136,0.006578941535811176,,Highly Significant
955,RRP12,3.3205292,,0.0008984697003575222,0.006655481810841045,,Highly Significant
956,DBNL,3.3199875,,0.0009002145002376746,0.006665662346821596,,Highly Significant
957,EIF4G2,3.315646,,0.0009143159009960647,0.006758950701159488,,Highly Significant
958,HIKESHI,3.3144455,,0.0009182510109667463,0.006785252747566598,,Highly Significant
959,CTDSPL,3.3136783,,0.0009207741447320806,0.00680110393520703,,Highly Significant
960,TP53I3,3.312929,,0.0009232441085348323,0.0068137535869020665,,Highly Significant
961,MGLL,3.3126762,,0.0009240787332486848,0.006817117116582036,,Highly Significant
962,SIRPB1,3.3124056,,0.0009249737497812543,0.006820923229432012,,Highly Significant
963,RBCK1,3.3121257,,0.0009258994439683123,0.006824952353675479,,Highly Significant
964,GOPC,3.309481,,0.0009346912421316153,0.006881300949130178,,Highly Significant
965,IMPA2,3.307495,,0.0009413433620349688,0.006921778141845196,,Highly Significant
966,CD302,3.3072064,,0.0009423145885987488,0.0069260892126868,,Highly Significant
967,CYB5R1,3.3031085,,0.0009561942508054917,0.0070166407645771665,,Highly Significant
968,NEDD8,3.3017905,,0.0009606978377016982,0.007043943029244766,,Highly Significant
969,MTRNR2L1,3.3004637,,0.0009652521123685232,0.0070744526508541095,,Highly Significant
970,PF4V1,3.2946508,,0.000985440830556381,0.0072136032807977885,,Highly Significant
971,IFIT2,3.2903903,,0.0010004850498135317,0.007314801910318926,,Highly Significant
972,SLC7A7,3.2894785,,0.001003731751089524,0.0073325803480933024,,Highly Significant
973,ACSL4,3.289244,,0.0010045691126947195,0.007332743223008556,,Highly Significant
974,PTPN18,3.2799559,,0.001038233235131405,0.007551867992838968,,Highly Significant
975,DERA,3.2799199,,0.0010383661098362477,0.007551867992838968,,Highly Significant
976,ERICH1,3.2778978,,0.0010458322579181825,0.0076000241586114126,,Highly Significant
977,TWF2,3.2756593,,0.00105415627348573,0.007652466630590204,,Highly Significant
978,CTNNB1,3.2756143,,0.0010543247250171242,0.007652466630590204,,Highly Significant
979,GP1BA,3.2691152,,0.0010788434185167591,0.007811520977614506,,Highly Significant
980,HERC6,3.2635732,,0.0011001679506779116,0.007958600437387317,,Highly Significant
981,N4BP1,3.2634919,,0.001100483404002648,0.007958600437387317,,Highly Significant
982,CLTA,3.2617137,,0.001107409314889695,0.008005470390843827,,Highly Significant
983,SMIM1,3.2599535,,0.001114304586323289,0.008045618949323811,,Highly Significant
984,EVA1B,3.2584822,,0.001120098763060242,0.008080969143441434,,Highly Significant
985,ACER3,3.2564514,,0.0011281426312739166,0.008132480113987012,,Highly Significant
986,TNFRSF1A,3.2527866,,0.0011427926136208827,0.008231492192506223,,Highly Significant
987,AC090409.1,3.2499433,,0.0011542799088298326,0.00830758335983007,,Highly Significant
988,NUP58,3.2455294,,0.0011723241627155242,0.008423973106925092,,Highly Significant
989,CD33,3.2394547,,0.0011975844964308051,0.008595188609604898,,Highly Significant
990,RHOT1,3.238119,,0.0012032065438154496,0.00862865497922335,,Highly Significant
991,CUL1,3.2359796,,0.0012122602207487712,0.008686657965723871,,Highly Significant
992,MRPS31,3.2336147,,0.0012223421358980749,0.008751930780427403,,Highly Significant
993,FEZ2,3.2334614,,0.0012229989739773307,0.008753150572304738,,Highly Significant
994,IER5,3.2321434,,0.0012286534908461588,0.008786630469314364,,Highly Significant
995,JOSD2,3.232026,,0.001229158144108419,0.008786747114399198,,Highly Significant
996,SMIM5,3.2313762,,0.0012319566146736227,0.008803254713194,,Highly Significant
997,SEC62,3.228849,,0.0012428955841099882,0.008870852933316548,,Highly Significant
998,KIAA0930,3.226195,,0.001254477980925986,0.008942877302219203,,Highly Significant
999,CYSTM1,3.22513,,0.0012591546614211995,0.008965559882450194,,Highly Significant
1000,SMARCD3,3.2214835,,0.0012752885192768683,0.00907325675260921,,Highly Significant
1001,CPSF2,3.2211132,,0.0012769364882506825,0.009081390605966218,,Highly Significant
1002,VSTM1,3.217557,,0.0012928735851711834,0.009176597403544418,,Highly Significant
1003,PSMB10,3.2148762,,0.0013050082176833209,0.009251778116933016,,Highly Significant
1004,ADAMTS2,3.2091985,,0.001331055275525427,0.0094178834339477,,Highly Significant
1005,VPREB3,3.208991,,0.0013320167402775594,0.009420981606845175,,Highly Significant
1006,FOSL1,3.2044508,,0.001353204462161883,0.009552062725648788,,Highly Significant
1007,ADAM9,3.2017698,,0.0013658604450511023,0.009633840449942957,,Highly Significant
1008,PSMA4,3.1967514,,0.0013898470803860106,0.00978767848038571,,Highly Significant
1009,CCZ1B,3.1886456,,0.0014294097704360626,0.010054483971640372,,Significant
1010,CTNNA1,3.1875534,,0.0014348192593735356,0.010088590439198134,,Significant
1011,SLC38A10,3.1838346,,0.0014533801806742715,0.010207130987850182,,Significant
1012,CCDC6,3.1789424,,0.0014781347910014318,0.010368841830210043,,Significant
1013,S1PR3,3.1766858,,0.0014896833969555098,0.01043764538996125,,Significant
1014,LHFPL2,3.1717393,,0.001515289349277511,0.010593295824072809,,Significant
1015,WAS,3.1717124,,0.0015154306369790146,0.010593295824072809,,Significant
1016,MIIP,3.1618104,,0.0015679160692795714,0.010926225342582233,,Significant
1017,ATP6V0A1,3.1546435,,0.001606943194008566,0.011180869640292392,,Significant
1018,GADD45G,3.1441278,,0.0016658263678125133,0.011555893462942465,,Significant
1019,CHCHD7,3.1441007,,0.0016659805281427642,0.011555893462942465,,Significant
1020,INPPL1,3.1439474,,0.0016668543513051867,0.011557499168799315,,Significant
1021,POLE4,3.140725,,0.0016853023234537122,0.011680910903660495,,Significant
1022,BATF,3.1392267,,0.0016939441829312398,0.011731769701109236,,Significant
1023,LIN7A,3.1373582,,0.001704777579999239,0.011797716537279348,,Significant
1024,CCDC90B,3.13354,,0.0017271138134643301,0.011947696595795344,,Significant
1025,TLE1,3.1316173,,0.0017384627260753145,0.01202158333215724,,Significant
1026,MZB1,3.1251185,,0.0017773348276573652,0.0122809468333483,,Significant
1027,FAM120A,3.123909,,0.0017846569521255367,0.01232680711692698,,Significant
1028,VIM-AS1,3.1224377,,0.0017936010905664655,0.012383831321013972,,Significant
1029,DENND5A,3.1211197,,0.0018016473648124255,0.012425082803783048,,Significant
1030,TMPO,3.120163,,0.0018075099527424556,0.012460738153139847,,Significant
1031,SEC61B,3.1190166,,0.001814557081579188,0.012504529133992467,,Significant
1032,RER1,3.118728,,0.001816336714254851,0.012512000956963067,,Significant
1033,DHX58,3.114946,,0.0018397872502132302,0.01266869192234468,,Significant
1034,WARS,3.111904,,0.001858849924203699,0.012790166992809618,,Significant
1035,PSMB8-AS1,3.1082482,,0.0018819990799779994,0.012934610178015333,,Significant
1036,ANXA3,3.1000974,,0.001934569567373736,0.013285767261738793,,Significant
1037,GFI1B,3.0994387,,0.0019388778170584687,0.013310274155792837,,Significant
1038,SUPT4H1,3.0970917,,0.001954293928791388,0.01340587520424836,,Significant
1039,TSPAN33,3.0964057,,0.0019588213848642107,0.013426485722291161,,Significant
1040,MRPL23,3.0962975,,0.001959537125923225,0.013426485722291161,,Significant
1041,DUSP10,3.0897894,,0.0020029844160861544,0.013682497569718366,,Significant
1042,SPINT2,3.0857005,,0.002030732494479232,0.013845763460843052,,Significant
1043,HMGB2,3.082397,,0.002053408606861503,0.013973896014848346,,Significant
1044,GPR84,3.0788224,,0.002078204890576814,0.014115945864910762,,Significant
1045,CALHM6,3.0780823,,0.0020833736770798426,0.014145714177999098,,Significant
1046,RP2,3.0768728,,0.002091845615568267,0.01419252570170431,,Significant
1047,TRIM14,3.0706897,,0.0021356493775604455,0.014457012509573023,,Significant
1048,ADAM19,3.0668898,,0.0021629867793005898,0.01462556223974277,,Significant
1049,YWHAG,3.0657976,,0.0021709029890863256,0.014673575312783719,,Significant
1050,RHOU,3.0630445,,0.0021909750634255824,0.014803685436055765,,Significant
1051,NUMB,3.0622592,,0.002196731641998276,0.014837009172100218,,Significant
1052,ROCK2,3.0620787,,0.002198056951626292,0.014840389767584193,,Significant
1053,ATP6V1A,3.060454,,0.0022100177584168028,0.014909954828344032,,Significant
1054,ITPR2,3.0595243,,0.002216888800824097,0.014950704720100442,,Significant
1055,SH3BGRL2,3.0568254,,0.002236945890829437,0.01508031750232074,,Significant
1056,FLOT2,3.0551283,,0.002249642040021315,0.015160228174570606,,Significant
1057,GBA,3.0544965,,0.0022543861736883464,0.015186510828593942,,Significant
1058,TPD52L2,3.0537112,,0.0022602952295979156,0.015220618288231772,,Significant
1059,DIAPH2,3.050949,,0.002281191713078567,0.015344105605017814,,Significant
1060,ATP6V1F,3.0493696,,0.0022932217152812763,0.015407743959318895,,Significant
1061,ARHGAP6,3.0481691,,0.00230240335143142,0.015463659388691878,,Significant
1062,LTA4H,3.0449648,,0.0023270758541665496,0.01561770825961161,,Significant
1063,CD1D,3.0442698,,0.0023324592080214597,0.015642168665646713,,Significant
1064,SH3TC1,3.0421486,,0.0023489595185104553,0.015746955520327354,,Significant
1065,SPIB,3.03583,,0.0023987447811471417,0.01605677635683799,,Significant
1066,HIST1H2AG,3.0277245,,0.0024640262841839054,0.016463135882406613,,Significant
1067,ST8SIA4,3.0246646,,0.0024890902122601207,0.016612092058307253,,Significant
1068,HIST1H2AE,3.0245292,,0.0024902046055800637,0.016613367248128324,,Significant
1069,GAS2L1,3.019366,,0.0025330422513871868,0.0168741315176637,,Significant
1070,SEMA4A,3.0192127,,0.0025343256505821134,0.01687643280197038,,Significant
1071,SMIM30,3.0167665,,0.0025548650151075596,0.01700062360089879,,Significant
1072,SRGAP2,3.0119283,,0.0025959379635046836,0.01725478824430727,,Significant
1073,MBD6,3.011098,,0.0026030482029076028,0.017295659643617612,,Significant
1074,MINOS1,3.008318,,0.002626981829216634,0.01742251531629005,,Significant
1075,BLK,2.999743,,0.0027020758004449564,0.017867861035430394,,Significant
1076,GPR35,2.997387,,0.0027230476147918404,0.01799992495699838,,Significant
1077,AP1B1,2.9958978,,0.0027363822730175464,0.018061528333970914,,Significant
1078,GUCY1B1,2.994995,,0.0027444928904920545,0.01810841972080071,,Significant
1079,CDC42EP2,2.9937043,,0.002756129233593271,0.018171870025666444,,Significant
1080,MEF2A,2.9907799,,0.0027826610119590467,0.01832428094546838,,Significant
1081,LINC00926,2.9902022,,0.0027879293673292883,0.018347919936487156,,Significant
1082,TUBB4B,2.986068,,0.0028258976940629546,0.01856384710086701,,Significant
1083,SNX27,2.9804628,,0.002878132985980786,0.01888630445541659,,Significant
1084,DECR1,2.9789462,,0.0028924149628389,0.018966188930889333,,Significant
1085,ZSWIM6,2.9764009,,0.002916533779880404,0.019110412345734924,,Significant
1086,RASSF3,2.9729257,,0.002949758344652863,0.01930702142427754,,Significant
1087,FAM198B,2.964793,,0.0030288665721672895,0.019803196305598122,,Significant
1088,OSBP2,2.9605596,,0.0030708064070999862,0.020062824866721153,,Significant
1089,FAM200B,2.9568138,,0.0031083582553078646,0.020286068221891336,,Significant
1090,AQP10,2.9524992,,0.00315212929473228,0.020527058414809233,,Significant
1091,PARP12,2.9516146,,0.0031611723843223702,0.020571057761704307,,Significant
1092,ALPK1,2.946957,,0.0032091782604340337,0.020860818078030915,,Significant
1093,AKIRIN1,2.9425702,,0.003254999671102879,0.021128141804528898,,Significant
1094,SDCCAG8,2.9391313,,0.003291337334670721,0.021340912671254157,,Significant
1095,ALDH2,2.937001,,0.0033140306440906362,0.02148031461783963,,Significant
1096,ITGB3,2.9345279,,0.003340556683538859,0.021636658173835383,,Significant
1097,TPST2,2.9307637,,0.0033812978124749473,0.021884781129446664,,Significant
1098,VPS28,2.9257631,,0.0034361236765543157,0.022231633697318162,,Significant
1099,THBD,2.9247072,,0.0034478054163631622,0.02229118320396061,,Significant
1100,SEC24A,2.9217737,,0.003480444610510252,0.022469910253645843,,Significant
1101,ETV7,2.9145977,,0.0035614736522228975,0.022943643188129824,,Significant
1102,MIR22HG,2.9120884,,0.003590210850858471,0.023087442401535548,,Significant
1103,PRKCD,2.909155,,0.003624073816407995,0.023280242834212442,,Significant
1104,TANK,2.9021413,,0.0037062128471511647,0.023766832119318636,,Significant
1105,SELP,2.9015636,,0.003713053356990861,0.023800843980169774,,Significant
1106,PRDX6,2.8960576,,0.003778830329605129,0.02414714542823812,,Significant
1107,SPART,2.8943968,,0.0037988781297645805,0.024255931223865896,,Significant
1108,GRB2,2.8897572,,0.003855394381160146,0.024547102300146676,,Significant
1109,RIPK2,2.8890893,,0.0038635935671728944,0.02459060454691966,,Significant
1110,STEAP4,2.8812726,,0.003960730553129032,0.025155462351729854,,Significant
1111,CEP63,2.8776982,,0.004005883402149627,0.02542428926097998,,Significant
1112,DRAP1,2.8764796,,0.004021382910322359,0.025513661038586107,,Significant
1113,ECHDC1,2.8761816,,0.004025179950277698,0.025528749681123234,,Significant
1114,IL18,2.8716054,,0.0040839268573010755,0.025864870096240146,,Significant
1115,NAGK,2.8676426,,0.0041354219305216825,0.026172580652788123,,Significant
1116,MAP2K1,2.8656209,,0.004161923696024728,0.026278459401940568,,Significant
1117,CCL4L2,2.8642309,,0.0041802329424011015,0.026335760270526268,,Significant
1118,HSD17B12,2.8630214,,0.004196223784841892,0.026408763400021042,,Significant
1119,TXNL4B,2.8613605,,0.004218271772999487,0.026538239164888032,,Significant
1120,RPL26L1,2.8606653,,0.004227529523744654,0.026577896128839124,,Significant
1121,TSHZ3,2.8542206,,0.004314255902987621,0.02708527790036855,,Significant
1122,LRRC59,2.8538506,,0.0043192846235294725,0.027091572268538578,,Significant
1123,HIST1H4H,2.853309,,0.004326653306410235,0.027115803880961114,,Significant
1124,TMEM140,2.8527584,,0.00433415648280282,0.02714391841109333,,Significant
1125,EGFL7,2.8502762,,0.004368128959060339,0.027337650212303537,,Significant
1126,MLKL,2.8489854,,0.0043858898780193695,0.02742972421800574,,Significant
1127,LARP1,2.8482904,,0.004395480539001654,0.027480153348942587,,Significant
1128,FAM20A,2.8480196,,0.004399222303017479,0.027484446839650522,,Significant
1129,HK2,2.8464851,,0.00442048021852714,0.027607671146115526,,Significant
1130,CAMTA1,2.84162,,0.004488497264521019,0.02800330488229081,,Significant
1131,METTL7A,2.8343718,,0.0045915883638133126,0.028569465389239657,,Significant
1132,FAM241A,2.8343627,,0.004591718072295772,0.028569465389239657,,Significant
1133,CCDC85B,2.824497,,0.004735489727434769,0.029411690253964035,,Significant
1134,ZMYND8,2.8170865,,0.004846149376993669,0.03005748560504898,,Significant
1135,RALBP1,2.8148568,,0.004879896486300524,0.030225121334941592,,Significant
1136,MTMR3,2.8144958,,0.004885381563159279,0.03024868219749653,,Significant
1137,TAOK1,2.8115804,,0.004929878318026286,0.030471762478958078,,Significant
1138,YME1L1,2.8107498,,0.004942619217138848,0.03052953916030872,,Significant
1139,TRIM58,2.8071845,,0.004997661084911795,0.030806069167803336,,Significant
1140,ACSL3,2.805235,,0.005027993782124087,0.030971822020458305,,Significant
1141,RASSF4,2.7972014,,0.005154739329214363,0.03167664779732037,,Significant
1142,PPID,2.7969124,,0.005159349777729051,0.031692190438672184,,Significant
1143,LINC00937,2.7954774,,0.005182313248671407,0.03180264743633855,,Significant
1144,TMOD3,2.793013,,0.005221956600424329,0.03203500344747186,,Significant
1145,STAT6,2.7926161,,0.005228371581477136,0.032063425312037534,,Significant
1146,PLPP5,2.7907295,,0.005258940076072749,0.03223880703717925,,Significant
1147,ELL2,2.7896464,,0.005276564237340043,0.03230391981029581,,Significant
1148,STX7,2.7883465,,0.005297783644355319,0.032422796296899745,,Significant
1149,FAM207A,2.7850971,,0.005351169763584764,0.032705026343811366,,Significant
1150,FGD2,2.783698,,0.005374304699289659,0.03283051659834701,,Significant
1151,BX284668.5,2.783635,,0.0053753516311193395,0.03283051659834701,,Significant
1152,ALOX12,2.7818205,,0.005405492203756749,0.0329922052992521,,Significant
1153,LEPROT,2.7772713,,0.005481740676318613,0.03340093463901145,,Significant
1154,MRPS14,2.7764769,,0.0054951530152528814,0.033448676658810926,,Significant
1155,ADAM10,2.7746174,,0.005526665975874511,0.03361774878428333,,Significant
1156,DOT1L,2.77413,,0.005534953589660805,0.033656782676163184,,Significant
1157,MCL1,2.7666023,,0.005664383295325199,0.034350943253382636,,Significant
1158,ATP5MPL,2.7652662,,0.00568763479772907,0.034468714353499214,,Significant
1159,ARHGAP24,2.764833,,0.005695194292360428,0.03450290602775797,,Significant
1160,FLCN,2.7641108,,0.005707813590178647,0.03456771791588165,,Significant
1161,CAT,2.7637408,,0.005714290749566129,0.034595300624812704,,Significant
1162,MAP2K3,2.7617912,,0.00574852390241676,0.034790847822463764,,Significant
1163,DNAJC13,2.7571607,,0.00583056999513662,0.03522021850916877,,Significant
1164,SMIM14,2.7571244,,0.0058312138575453655,0.03522021850916877,,Significant
1165,CUX1,2.755563,,0.0058591223168309205,0.03537690867340226,,Significant
1166,TMEM88,2.7530086,,0.005905035702663007,0.035642169539756956,,Significant
1167,HELZ2,2.7516184,,0.005930156380975184,0.035774726104833295,,Significant
1168,TNFAIP2,2.7467623,,0.00601867333504881,0.03625510188066061,,Significant
1169,CCT5,2.7440183,,0.0060692150368966,0.036495293559736845,,Significant
1170,CXCL16,2.743937,,0.006070717146906706,0.036495293559736845,,Significant
1171,MS4A1,2.739144,,0.006159936579111446,0.03695756547781002,,Significant
1172,NECTIN2,2.7371132,,0.006198096291083567,0.0371493492889629,,Significant
1173,C12orf76,2.7366078,,0.006207626839128702,0.03719408248965792,,Significant
1174,ORMDL2,2.734992,,0.006238179112730579,0.03733983924662718,,Significant
1175,RB1,2.7301087,,0.0063313432569636965,0.03787229362451722,,Significant
1176,POMC,2.7297387,,0.006338454544777867,0.037894553230812734,,Significant
1177,FKBP1A,2.729477,,0.006343488819608068,0.037894553230812734,,Significant
1178,RSBN1L,2.7278974,,0.0063739445135211304,0.03805122217378424,,Significant
1179,AL118516.1,2.7151523,,0.006624532563327951,0.03941640688226184,,Significant
1180,RHEB,2.7076151,,0.006776854925257909,0.040279325479625434,,Significant
1181,AC005280.2,2.7016308,,0.006900034686349304,0.04094733644837831,,Significant
1182,TNS3,2.7008004,,0.006917285496808977,0.04103617472604151,,Significant
1183,CD151,2.6999068,,0.006935892137419546,0.04111944224994725,,Significant
1184,DMTN,2.6997442,,0.006939279989101562,0.041125976562550855,,Significant
1185,UBE2F,2.6959622,,0.007018562826723107,0.041513807015525594,,Significant
1186,CPNE5,2.6942472,,0.007054781802290089,0.041686925769657,,Significant
1187,RAB1A,2.6906998,,0.007130230961227762,0.04207748300602529,,Significant
1188,SNAI1,2.690059,,0.007143938723533555,0.04214455391886533,,Significant
1189,GPR160,2.689355,,0.007159025221716549,0.04221971183688819,,Significant
1190,RGS19,2.685546,,0.007241144047622507,0.042648086693575046,,Significant
1191,SCN1B,2.6844897,,0.007264060771739724,0.04276905938020709,,Significant
1192,JCHAIN,2.6789024,,0.007386390406208062,0.04338991922262542,,Significant
1193,LILRB1,2.6778646,,0.007409319726602465,0.04351040791147459,,Significant
1194,TUT7,2.675698,,0.007457377991503017,0.043749788784190995,,Significant
1195,RARA,2.6754634,,0.007462601050817653,0.04376616059561996,,Significant
1196,SLC16A6,2.67392,,0.007497034531399984,0.04393946004022147,,Significant
1197,CD79A,2.670869,,0.007565515448954266,0.044311952953461624,,Significant
1198,PARK7,2.670508,,0.007573656700498612,0.04434520176116873,,Significant
1199,HEBP1,2.6703815,,0.007576507993602712,0.0443474652989244,,Significant
1200,TMBIM1,2.6689644,,0.0076085491820673205,0.044477136268010815,,Significant
1201,LCP1,2.6672316,,0.007647898387222138,0.04466362729025898,,Significant
1202,TMEM219,2.6640542,,0.007720512621704571,0.045014641478396095,,Significant
1203,DCXR,2.6565623,,0.007894185396478121,0.04590823459561436,,Significant
1204,FAM129C,2.6548202,,0.007935067640863571,0.04613107336415452,,Significant
1205,POU2F2,2.6491518,,0.00806940932174618,0.04685152692035463,,Significant
1206,BMP2K,2.6452703,,0.008162565625970926,0.04734656457385392,,Significant
1207,GCLM,2.6444762,,0.008181748400667528,0.047442539147022504,,Significant
1208,ELK3,2.6428154,,0.008221988268308533,0.04763109419854028,,Significant
1209,WIPI1,2.6425445,,0.008228565881871512,0.04765258638960866,,Significant
1210,IRAK2,2.6383743,,0.008330457466681087,0.0481961161408337,,Significant
1211,PACSIN2,2.631749,,0.008494659564544075,0.049067118560280315,,Significant
1212,ACLY,2.6152217,,0.008916952696891679,0.05119423416565794,,Not Significant
1213,CD38,2.6134527,,0.008963250239119524,0.05144362409967387,,Not Significant
1214,FNIP2,2.6098511,,0.009058162677871092,0.05188905477966716,,Not Significant
1215,E2F3,2.6087952,,0.00908616377486261,0.05201633623961277,,Not Significant
1216,LINC01857,2.6071613,,0.009129633972389122,0.052248569995291816,,Not Significant
1217,MYC,2.6064844,,0.009147700820182307,0.05231868431581064,,Not Significant
1218,DDRGK1,2.601917,,0.009270428037277312,0.05293646831949561,,Not Significant
1219,SENCR,2.600888,,0.009298280021314706,0.05307866510898335,,Not Significant
1220,GLA,2.596086,,0.009429245616537196,0.05375805335182312,,Not Significant
1221,TMEM154,2.592665,,0.009523547374761557,0.054244124062704874,,Not Significant
1222,SEM1,2.5879352,,0.009655312714095199,0.05495983602173835,,Not Significant
1223,FAM210B,2.5843248,,0.009756988227885432,0.0554684010061114,,Not Significant
1224,USP9Y,2.5793602,,0.009898349921261809,0.05618328395371096,,Not Significant
1225,SPHK1,2.5784667,,0.009923987925169492,0.05631104217520488,,Not Significant
1226,FLVCR2,2.577555,,0.009950204815026613,0.0564420035424886,,Not Significant
1227,TRMT112,2.5735111,,0.010067238844409661,0.05707435534208405,,Not Significant
1228,SLC9A9,2.5734842,,0.010068026669025442,0.05707435534208405,,Not Significant
1229,TRIP12,2.570343,,0.010159787743952091,0.05755826853807619,,Not Significant
1230,GNG7,2.5639884,,0.010347699210757602,0.058567521830500645,,Not Significant
1231,FRMD3,2.5635462,,0.01036089268081773,0.058608373818553175,,Not Significant
1232,ATG101,2.563528,,0.010361431507631726,0.058608373818553175,,Not Significant
1233,FAM30A,2.5614882,,0.010422479789968356,0.05893515991857342,,Not Significant
1234,SNAPIN,2.5588164,,0.010502920819554293,0.05929684791535626,,Not Significant
1235,PPFIA1,2.5585816,,0.010510012903753734,0.059318275463375446,,Not Significant
1236,AC007952.4,2.5524437,,0.010697017252137286,0.06026031040003324,,Not Significant
1237,XPNPEP1,2.5509996,,0.010741445948827203,0.060472727458463035,,Not Significant
1238,YIF1B,2.5492125,,0.010796653546902596,0.06072653556405702,,Not Significant
1239,CERS2,2.5489597,,0.010804481005406477,0.0607515708532121,,Not Significant
1240,SYNGR2,2.545295,,0.010918547387995749,0.06135459811124532,,Not Significant
1241,FRMD4B,2.5446992,,0.01093719098613467,0.06144017402857355,,Not Significant
1242,TAF12,2.5424335,,0.011008351788650228,0.06178205668533485,,Not Significant
1243,ATP13A3,2.5417206,,0.0110308339717079,0.061869637048921525,,Not Significant
1244,DUSP23,2.541603,,0.01103453747769424,0.06187112272862339,,Not Significant
1245,GSN,2.5412421,,0.011045939810748216,0.06191576168685129,,Not Significant
1246,CRLS1,2.5365033,,0.011196568692193105,0.06272100263967327,,Not Significant
1247,MTHFS,2.5352035,,0.011238201581540694,0.06292465702570263,,Not Significant
1248,HCAR2,2.535041,,0.011243415346947921,0.06292465702570263,,Not Significant
1249,GPD2,2.5341113,,0.011273291003977764,0.06307224037144649,,Not Significant
1250,DHFR,2.5327394,,0.01131750812348523,0.06328027460095392,,Not Significant
1251,MTHFR,2.530221,,0.011399070685080132,0.06363744301478338,,Not Significant
1252,FCGR3B,2.521303,,0.01169211292287878,0.06509164227145975,,Not Significant
1253,RGS1,2.5201297,,0.011731164471154366,0.0652888469933438,,Not Significant
1254,CLCN3,2.5198135,,0.011741698097798686,0.0653272646486369,,Not Significant
1255,CCL2,2.5180986,,0.011799027162778688,0.06556513148235854,,Not Significant
1256,PHF20L1,2.517891,,0.011805983814283948,0.06557505410204627,,Not Significant
1257,ZSCAN16-AS1,2.5178277,,0.011808101777948643,0.06557505410204627,,Not Significant
1258,DNTTIP1,2.5172954,,0.01182596657971341,0.06565400082344443,,Not Significant
1259,UBAP1,2.514461,,0.011921447488971632,0.06614326385108436,,Not Significant
1260,EHD4,2.5077906,,0.012148864268628342,0.0672805524116435,,Not Significant
1261,GATA1,2.506527,,0.012192377859278127,0.0675007553298435,,Not Significant
1262,BLNK,2.5032954,,0.012304277037458304,0.06807836922970088,,Not Significant
1263,SH2B2,2.503142,,0.012309613240208876,0.06808695697235731,,Not Significant
1264,UBE2H,2.501111,,0.012380432829089912,0.0684365984312795,,Not Significant
1265,PDGFA,2.494892,,0.012599547867602458,0.06951967641268661,,Not Significant
